frame,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
0,0.494876891374588,0.23641709983348846,0.6999209523200989,0.9927079081535339,0.49168160557746887,0.22768038511276245,0.6220970153808594,0.9922295212745667,0.48978176712989807,0.22789612412452698,0.6220858693122864,0.9936956763267517,0.4878239929676056,0.2283852994441986,0.6219291090965271,0.9917457699775696,0.4970005750656128,0.22688087821006775,0.6387215256690979,0.9926058053970337,0.49891334772109985,0.22625599801540375,0.638725221157074,0.9943225383758545,0.5008430480957031,0.22564570605754852,0.6384955048561096,0.9940540194511414,0.485617071390152,0.23524858057498932,0.33774784207344055,0.9937811493873596,0.5069261193275452,0.22830241918563843,0.41688302159309387,0.9956888556480408,0.49276602268218994,0.2487076222896576,0.6155263185501099,0.9844799637794495,0.4987265169620514,0.2468273639678955,0.6375084519386292,0.9847354888916016,0.46869567036628723,0.28355705738067627,0.23212021589279175,0.9995092153549194,0.5394328236579895,0.2855614423751831,0.2628903090953827,0.9995988011360168,0.45923560857772827,0.37320980429649353,0.4891972839832306,0.5798022747039795,0.5544878244400024,0.3843129575252533,0.424190878868103,0.9166061282157898,0.47675731778144836,0.38474729657173157,0.9463281035423279,0.035323306918144226,0.5533173680305481,0.4504997730255127,0.7339226603507996,0.11123020201921463,0.47745051980018616,0.3859573006629944,1.0235295295715332,0.03816770762205124,0.5540980100631714,0.46552616357803345,0.783251166343689,0.09079941362142563,0.485429048538208,0.37874770164489746,1.0163514614105225,0.03763408213853836,0.5483642220497131,0.4627881348133087,0.8027737736701965,0.08567586541175842,0.4871141016483307,0.3792901039123535,0.959505558013916,0.03601609542965889,0.5467103719711304,0.4515797793865204,0.7520530819892883,0.08381069451570511,0.4909704327583313,0.4942002594470978,-0.010445754043757915,0.999845027923584,0.5330469608306885,0.4908737242221832,0.009485944174230099,0.9996234178543091,0.4945759177207947,0.6426956653594971,0.03084317035973072,0.9932418465614319,0.5352135896682739,0.624686598777771,0.13385021686553955,0.985158383846283,0.5013788938522339,0.7898271083831787,-0.3099530339241028,0.9902054667472839,0.5399971008300781,0.7502931356430054,-0.17055955529212952,0.9833796620368958,0.5052365064620972,0.8107705116271973,-0.3463379442691803,0.9956451654434204,0.537536084651947,0.7612416744232178,-0.20031480491161346,0.9868143796920776,0.491365522146225,0.8279714584350586,-0.4037543535232544,0.9124283194541931,0.5421064496040344,0.8101911544799805,-0.23039467632770538,0.9000009298324585
1,0.49927449226379395,0.2397897094488144,0.8546585440635681,0.9922559857368469,0.49627992510795593,0.23068667948246002,0.7717265486717224,0.9916203022003174,0.4943106770515442,0.23083728551864624,0.7716718912124634,0.9933082461357117,0.49201515316963196,0.23112273216247559,0.7715760469436646,0.9912019371986389,0.5022425651550293,0.23000700771808624,0.782772421836853,0.9917650818824768,0.5044448375701904,0.22957153618335724,0.7828034162521362,0.9936751127243042,0.5070234537124634,0.22917158901691437,0.7825397253036499,0.9932688474655151,0.4887163043022156,0.23660893738269806,0.44806671142578125,0.993434727191925,0.5123066306114197,0.23212553560733795,0.5057613253593445,0.9952305555343628,0.4968841075897217,0.2506979703903198,0.7557868957519531,0.9843483567237854,0.5031108260154724,0.24991805851459503,0.7715672254562378,0.9842577576637268,0.4673628807067871,0.2872311472892761,0.31459054350852966,0.9995260238647461,0.5434731245040894,0.2869769036769867,0.26811400055885315,0.9996188282966614,0.4523007273674011,0.38005995750427246,0.5190896391868591,0.589597761631012,0.5671039819717407,0.38703179359436035,0.4032268524169922,0.9212328195571899,0.47531867027282715,0.4021446704864502,0.9461700916290283,0.03739124536514282,0.5569264888763428,0.45414456725120544,0.7348617315292358,0.1255563199520111,0.47666850686073303,0.40293368697166443,1.026350736618042,0.04022868350148201,0.5586379766464233,0.47313427925109863,0.7856143116950989,0.10050982236862183,0.4856472611427307,0.39835652709007263,1.0176035165786743,0.03975503519177437,0.5543727874755859,0.4642631411552429,0.8160298466682434,0.09534046053886414,0.48649802803993225,0.3989383280277252,0.959203839302063,0.03812050819396973,0.5535818338394165,0.4582471549510956,0.757031261920929,0.0941607728600502,0.48962414264678955,0.4955483376979828,0.022150244563817978,0.9998501539230347,0.5322864055633545,0.4941524565219879,-0.02342062257230282,0.9996371865272522,0.49319180846214294,0.6447983384132385,0.15481092035770416,0.9932336211204529,0.5382740497589111,0.626903772354126,0.13345831632614136,0.9859718680381775,0.5009869933128357,0.787878692150116,-0.3930073082447052,0.990693986415863,0.5387003421783447,0.7477517127990723,-0.3994048833847046,0.9846460819244385,0.5051680207252502,0.8092330694198608,-0.4567659795284271,0.995843768119812,0.5361157059669495,0.7583947777748108,-0.45289507508277893,0.9878023266792297,0.4976627230644226,0.8274568319320679,-0.5163475275039673,0.9180039167404175,0.5412739515304565,0.8114237189292908,-0.4795360565185547,0.9080649018287659
2,0.500945508480072,0.25135162472724915,0.8657588958740234,0.991897463798523,0.49805259704589844,0.24203763902187347,0.7797870635986328,0.9911010265350342,0.49611151218414307,0.2422303706407547,0.7797079086303711,0.9930305480957031,0.49367743730545044,0.24237783253192902,0.7795846462249756,0.9907236099243164,0.5044839978218079,0.24167318642139435,0.7959383130073547,0.9907547831535339,0.5068995356559753,0.24160374701023102,0.7960233688354492,0.9929385781288147,0.5100107789039612,0.24171960353851318,0.7958048582077026,0.9922226071357727,0.4904325604438782,0.24591776728630066,0.43835023045539856,0.9932404160499573,0.5152983069419861,0.24355120956897736,0.5153489112854004,0.9946370720863342,0.4982423782348633,0.25964027643203735,0.7583452463150024,0.9845792651176453,0.5047616362571716,0.2595764100551605,0.780118465423584,0.9841439723968506,0.46689677238464355,0.2908773720264435,0.29349765181541443,0.9995588064193726,0.5438106060028076,0.29291868209838867,0.31049272418022156,0.9996318817138672,0.4516604244709015,0.38629820942878723,0.4918328523635864,0.5998246073722839,0.5694443583488464,0.3921954333782196,0.4422908425331116,0.917479932308197,0.47669070959091187,0.4147479832172394,0.9258219599723816,0.040593210607767105,0.5567914843559265,0.459554523229599,0.783281683921814,0.13219819962978363,0.4798417389392853,0.4182650148868561,1.0011003017425537,0.04377652704715729,0.557962954044342,0.47751981019973755,0.835005521774292,0.1065080389380455,0.4884412884712219,0.4133666455745697,0.98890620470047,0.04347776994109154,0.5557727813720703,0.4720425605773926,0.864104688167572,0.1011514738202095,0.4886186122894287,0.41314277052879333,0.9388905763626099,0.042025525122880936,0.5543985962867737,0.46308499574661255,0.8061152696609497,0.10046982765197754,0.48891934752464294,0.5041700005531311,-0.037295516580343246,0.9998611211776733,0.5321515202522278,0.5064795613288879,0.03594142943620682,0.9996595978736877,0.4925120770931244,0.6463009715080261,0.19807793200016022,0.9934110045433044,0.5316113829612732,0.633355438709259,0.3853500783443451,0.9846124053001404,0.5023993849754333,0.7866413593292236,-0.2555221915245056,0.9912381172180176,0.5380339026451111,0.747809648513794,-0.03119204379618168,0.9849583506584167,0.5073443055152893,0.8088333606719971,-0.30517756938934326,0.9960609674453735,0.5354538559913635,0.7584683895111084,-0.07332421839237213,0.9880978465080261,0.49685797095298767,0.8272896409034729,-0.3163073658943176,0.9238273501396179,0.5401890277862549,0.8054697513580322,-0.06795776635408401,0.9123926758766174
3,0.5023713707923889,0.2573223114013672,0.8424588441848755,0.9910724759101868,0.49938082695007324,0.24756275117397308,0.754454493522644,0.9899900555610657,0.49745339155197144,0.24755574762821198,0.7543870210647583,0.9923405647277832,0.4952949583530426,0.24744895100593567,0.7543019652366638,0.989669919013977,0.5060476064682007,0.2479560524225235,0.7669876217842102,0.9891819357872009,0.5089276432991028,0.24847060441970825,0.7670284509658813,0.9918102622032166,0.5117916464805603,0.24854540824890137,0.766782820224762,0.9907039999961853,0.49168387055397034,0.25006526708602905,0.41442960500717163,0.9926509857177734,0.5168155431747437,0.25011104345321655,0.4912933111190796,0.9936985373497009,0.49948859214782715,0.26618948578834534,0.7360017895698547,0.9843074679374695,0.5061831474304199,0.26698189973831177,0.7530009150505066,0.9833753108978271,0.46709588170051575,0.29342490434646606,0.259737104177475,0.9995805025100708,0.5437244176864624,0.2974838614463806,0.28795963525772095,0.999634861946106,0.45219364762306213,0.38534650206565857,0.4717562794685364,0.603064775466919,0.56963050365448,0.39395517110824585,0.4420793354511261,0.9122806787490845,0.4773436188697815,0.41053566336631775,0.9041994214057922,0.044082771986722946,0.5597087144851685,0.4593155086040497,0.8058177828788757,0.13471008837223053,0.48011088371276855,0.4136051833629608,0.9747911691665649,0.04750492796301842,0.5601631999015808,0.47655463218688965,0.8606792092323303,0.10952603816986084,0.48821255564689636,0.4084148406982422,0.966201663017273,0.04733201861381531,0.5569674372673035,0.4712992012500763,0.886908233165741,0.1043560728430748,0.48856842517852783,0.40846675634384155,0.9184114336967468,0.04565936326980591,0.5556001663208008,0.4644012749195099,0.8292399644851685,0.10421734303236008,0.48888322710990906,0.5096248984336853,-0.032226309180259705,0.9998695850372314,0.5322791337966919,0.5110279321670532,0.03091461956501007,0.9996771216392517,0.4925168752670288,0.6474136114120483,0.19972027838230133,0.9935807585716248,0.5316886305809021,0.6361196041107178,0.3567957878112793,0.98426753282547,0.5029541850090027,0.7861083745956421,-0.19057707488536835,0.9916839599609375,0.5381448864936829,0.7433937788009644,0.0030695993918925524,0.9853090643882751,0.5076423287391663,0.8078341484069824,-0.23152801394462585,0.9962285161018372,0.5354034900665283,0.7583565711975098,-0.03016364388167858,0.9883818030357361,0.4967363476753235,0.8272793889045715,-0.2539151608943939,0.9282346367835999,0.5401683449745178,0.8022274971008301,-0.02735980972647667,0.915678858757019
4,0.5051167011260986,0.26357561349868774,0.8111204504966736,0.9900245666503906,0.5023688673973083,0.2552785277366638,0.7266935110092163,0.988366425037384,0.5001028776168823,0.2548343241214752,0.7266480326652527,0.9910242557525635,0.49786755442619324,0.25430840253829956,0.7265232801437378,0.9879348874092102,0.5091477632522583,0.2556747496128082,0.7460567951202393,0.9872873425483704,0.5118580460548401,0.25583598017692566,0.7461007237434387,0.9902216196060181,0.5144217014312744,0.25555041432380676,0.7458839416503906,0.989130437374115,0.49448972940444946,0.25469067692756653,0.40341925621032715,0.9916049242019653,0.5188115835189819,0.25671645998954773,0.44185951352119446,0.9925130009651184,0.5017954111099243,0.27068376541137695,0.7120168209075928,0.9841054677963257,0.5089868307113647,0.2707976996898651,0.7413141131401062,0.9829319715499878,0.468738853931427,0.29646700620651245,0.23180295526981354,0.9996012449264526,0.5454438924789429,0.29753929376602173,0.2542341351509094,0.99965500831604,0.4545811712741852,0.3845032751560211,0.41622552275657654,0.5931488275527954,0.5713934898376465,0.39365169405937195,0.3497124910354614,0.9152870178222656,0.4799673855304718,0.4137742817401886,0.77043217420578,0.044356368482112885,0.5607989430427551,0.4634348452091217,0.6096782684326172,0.15620510280132294,0.48320701718330383,0.41886353492736816,0.82087641954422,0.047935329377651215,0.5618062615394592,0.4832242429256439,0.6393567323684692,0.12681271135807037,0.4912221431732178,0.41380852460861206,0.8166926503181458,0.04778662696480751,0.5577142834663391,0.47792938351631165,0.659273624420166,0.12146954983472824,0.4914611876010895,0.4127749800682068,0.782079815864563,0.046421028673648834,0.5563344359397888,0.4687076210975647,0.627346396446228,0.12058188021183014,0.489557683467865,0.5117234587669373,-0.04472058266401291,0.9998778700828552,0.5338091254234314,0.5111818313598633,0.04355910047888756,0.9996944069862366,0.49352365732192993,0.6485374569892883,0.20635244250297546,0.9935340881347656,0.5289291143417358,0.6379289031028748,0.3529900908470154,0.9827730655670166,0.5041903853416443,0.7862963080406189,-0.13163124024868011,0.9920520782470703,0.5370984077453613,0.7462750673294067,0.05512496456503868,0.9851744174957275,0.5085694789886475,0.8079997897148132,-0.16991695761680603,0.9963248372077942,0.5336846709251404,0.7588863372802734,0.02684967964887619,0.9882917404174805,0.49818384647369385,0.8278708457946777,-0.21956276893615723,0.9332232475280762,0.5385680198669434,0.8027054667472839,0.0027496565598994493,0.9196844100952148
5,0.5212468504905701,0.2981823980808258,0.5505537390708923,0.9841842651367188,0.5191819667816162,0.28780224919319153,0.4789004325866699,0.9796217083930969,0.5168134570121765,0.28683117032051086,0.4788111746311188,0.9830622673034668,0.5144323706626892,0.2859078347682953,0.4787463843822479,0.9786528944969177,0.5248585343360901,0.2884289026260376,0.46433112025260925,0.9785091280937195,0.5266662836074829,0.287704199552536,0.46431732177734375,0.9819276928901672,0.5284903049468994,0.28692618012428284,0.46392905712127686,0.980505645275116,0.508246660232544,0.2786690592765808,0.2271464467048645,0.9828237891197205,0.5259113311767578,0.28253188729286194,0.1587795615196228,0.9849847555160522,0.5151329636573792,0.29888173937797546,0.48048505187034607,0.9802907705307007,0.5213308334350586,0.2989068925380707,0.46106645464897156,0.9782591462135315,0.4739418923854828,0.2986915111541748,0.08551057428121567,0.9995964765548706,0.5403623580932617,0.3005780279636383,0.042920663952827454,0.9996312260627747,0.4756523370742798,0.3857499063014984,0.11832961440086365,0.5585122108459473,0.563556969165802,0.3998168408870697,0.04524965211749077,0.8941590189933777,0.49971064925193787,0.4416879415512085,0.15025468170642853,0.044884297996759415,0.5580991506576538,0.4691704213619232,0.13048365712165833,0.16695694625377655,0.5031753182411194,0.4559611678123474,0.13003458082675934,0.048386797308921814,0.5599232316017151,0.487650066614151,0.12376027554273605,0.13735966384410858,0.5088430047035217,0.44956913590431213,0.13434725999832153,0.0482168011367321,0.5547019243240356,0.4830773174762726,0.12920264899730682,0.13227629661560059,0.5089271664619446,0.44444739818573,0.15225279331207275,0.0468817763030529,0.550072193145752,0.47235360741615295,0.13668018579483032,0.1287667602300644,0.49056774377822876,0.5156062841415405,-0.039227671921253204,0.9998814463615417,0.5288053154945374,0.5118701457977295,0.03810175880789757,0.9996993541717529,0.4922047555446625,0.648465633392334,0.3664621114730835,0.99271559715271,0.523210346698761,0.6370059251785278,0.4952494204044342,0.9776898622512817,0.5027998685836792,0.7830444574356079,0.34857678413391113,0.9921920895576477,0.532378077507019,0.7467500567436218,0.5162436962127686,0.9835609793663025,0.5058718919754028,0.8049130439758301,0.3443465530872345,0.9961020350456238,0.5279802083969116,0.7589186429977417,0.5229101777076721,0.9858709573745728,0.4926154613494873,0.818230390548706,0.2847526967525482,0.9369104504585266,0.5327872037887573,0.7976869344711304,0.504396915435791,0.9187430143356323
6,0.5224078297615051,0.29071706533432007,0.6527242064476013,0.9828458428382874,0.520449697971344,0.2789615988731384,0.5649753212928772,0.9775316119194031,0.5181123614311218,0.2783747911453247,0.5649043917655945,0.9809355735778809,0.5157589316368103,0.27784696221351624,0.5646597146987915,0.9763938188552856,0.5260947346687317,0.279125452041626,0.5774402022361755,0.977088212966919,0.52784264087677,0.27845898270606995,0.5774461627006531,0.9804129004478455,0.5265259742736816,0.281188428401947,0.5771445035934448,0.979339599609375,0.5095521211624146,0.27395665645599365,0.35689449310302734,0.9807112812995911,0.5270454287528992,0.2799640893936157,0.2994191348552704,0.9840866327285767,0.5164183378219604,0.29462525248527527,0.5600820183753967,0.9798442721366882,0.5224517583847046,0.29418447613716125,0.5702552795410156,0.9778611063957214,0.47284990549087524,0.3020872473716736,0.24013455212116241,0.9995911717414856,0.5403107404708862,0.30137279629707336,0.1355946660041809,0.9996523857116699,0.47446659207344055,0.3862273097038269,0.1781633198261261,0.5245352387428284,0.5634080767631531,0.40033870935440063,0.19887666404247284,0.8946008682250977,0.49830693006515503,0.43954265117645264,0.565241277217865,0.04440827667713165,0.5570584535598755,0.47277379035949707,0.4308067262172699,0.18949440121650696,0.5014832615852356,0.45119228959083557,0.5941290855407715,0.04820629581809044,0.5598447918891907,0.4958181083202362,0.44792091846466064,0.15723785758018494,0.5078176856040955,0.4459432363510132,0.5901587605476379,0.047951843589544296,0.5571191906929016,0.48837974667549133,0.4665115475654602,0.1519215852022171,0.5079604983329773,0.442220538854599,0.5715076327323914,0.046848226338624954,0.554049015045166,0.480892151594162,0.44699594378471375,0.14647407829761505,0.4900655746459961,0.5143225193023682,0.0010355925187468529,0.9998837113380432,0.5292530655860901,0.510464608669281,-0.002185880672186613,0.9997064471244812,0.4929904639720917,0.6484141945838928,0.3142106533050537,0.9917641282081604,0.5283201932907104,0.6360170841217041,0.4521966278553009,0.9766591191291809,0.5028378963470459,0.7817954421043396,0.07570572197437286,0.9921491742134094,0.5322595238685608,0.7435833811759949,0.1520807445049286,0.9831854701042175,0.5052333474159241,0.8043169379234314,0.04430674761533737,0.9958181381225586,0.5278223156929016,0.7572537660598755,0.12954306602478027,0.9850947260856628,0.5026992559432983,0.8180963397026062,-0.02671329490840435,0.9404104948043823,0.5324390530586243,0.79720538854599,0.11676206439733505,0.9222798943519592
7,0.5175766348838806,0.2811483144760132,0.4767704904079437,0.9842278361320496,0.5154345631599426,0.2711167633533478,0.41684409976005554,0.9793150424957275,0.5134422183036804,0.2707258462905884,0.4168054759502411,0.9823659062385559,0.5114278793334961,0.270431250333786,0.4167044162750244,0.9782347083091736,0.520496129989624,0.27131906151771545,0.4046172499656677,0.9789748787879944,0.5221161842346191,0.27098748087882996,0.4046458899974823,0.9819824695587158,0.5226584672927856,0.273851215839386,0.40439683198928833,0.9809930920600891,0.5067402720451355,0.2693008780479431,0.2208419293165207,0.9822325706481934,0.5236914157867432,0.27121463418006897,0.15313130617141724,0.9853309988975525,0.5114378929138184,0.2923419773578644,0.42261871695518494,0.9815871715545654,0.5174220204353333,0.2879767417907715,0.4045675992965698,0.9797364473342896,0.47833240032196045,0.3007495105266571,0.1205831840634346,0.9996229410171509,0.5404648184776306,0.3005645275115967,0.0446733683347702,0.9996652603149414,0.5008804798126221,0.39890745282173157,0.21954889595508575,0.5211696624755859,0.558753252029419,0.4065413773059845,0.1203935295343399,0.8634089827537537,0.5205081105232239,0.47216787934303284,0.3842988610267639,0.05301149934530258,0.5560405850410461,0.47589394450187683,0.309406578540802,0.18435782194137573,0.5222917199134827,0.49203628301620483,0.3893052637577057,0.054813187569379807,0.5592580437660217,0.49618059396743774,0.31673121452331543,0.15381507575511932,0.526457667350769,0.48466309905052185,0.39425045251846313,0.05399389937520027,0.5542072057723999,0.4892227351665497,0.3174089789390564,0.1484348624944687,0.5266175270080566,0.47736960649490356,0.390193372964859,0.05292930826544762,0.552087128162384,0.4804079532623291,0.3138881027698517,0.1428300440311432,0.4926280975341797,0.51335608959198,-0.0021751539316028357,0.9998914003372192,0.5273917317390442,0.5095745325088501,0.0010389642557129264,0.999718189239502,0.49516934156417847,0.6451822519302368,0.38742271065711975,0.9904091954231262,0.524700939655304,0.6361883282661438,0.44830361008644104,0.9703906774520874,0.5045463442802429,0.7814759612083435,0.5169601440429688,0.9915461540222168,0.531780481338501,0.755022406578064,0.6094661355018616,0.9799081087112427,0.5065764784812927,0.8045034408569336,0.5293305516242981,0.9947685599327087,0.5292361378669739,0.7769443392753601,0.630016565322876,0.9797126054763794,0.5061551332473755,0.8162914514541626,0.46683642268180847,0.9408401846885681,0.531891942024231,0.797916054725647,0.5911934971809387,0.9150552749633789
8,0.5146307945251465,0.2774224281311035,0.0049162679351866245,0.985740065574646,0.5119747519493103,0.2671853005886078,-0.08131986111402512,0.981301486492157,0.5098824501037598,0.26678088307380676,-0.08131009340286255,0.984048068523407,0.5077675580978394,0.26645880937576294,-0.08143769204616547,0.9803217649459839,0.5174691081047058,0.26732543110847473,-0.08910948038101196,0.9809960722923279,0.5191758275032043,0.2668992578983307,-0.08914672583341599,0.9837014675140381,0.5204496383666992,0.2681282162666321,-0.08936264365911484,0.982801079750061,0.5029969811439514,0.2659647762775421,-0.2984454929828644,0.9839352965354919,0.5224700570106506,0.26865121722221375,-0.33633723855018616,0.986717700958252,0.5095133781433105,0.2858256697654724,-0.04452620446681976,0.9833885431289673,0.5154138207435608,0.2834306061267853,-0.05624321475625038,0.9817082285881042,0.47929078340530396,0.2999175786972046,-0.29742851853370667,0.9996533393859863,0.535541832447052,0.30690449476242065,-0.3309047818183899,0.9996712803840637,0.4939531981945038,0.3994355797767639,0.027908165007829666,0.5250882506370544,0.5522404909133911,0.4142264723777771,-0.09259598702192307,0.8445281386375427,0.5131223797798157,0.45342394709587097,0.3450332283973694,0.05638551339507103,0.5506801009178162,0.47353222966194153,0.20519109070301056,0.18132515251636505,0.514594554901123,0.4682219922542572,0.37062951922416687,0.05744887888431549,0.5546441078186035,0.4930863082408905,0.22240720689296722,0.15364572405815125,0.5187206864356995,0.46117454767227173,0.3504984676837921,0.056443750858306885,0.5505357980728149,0.48694005608558655,0.20768629014492035,0.14789119362831116,0.5194239020347595,0.4558987617492676,0.34737759828567505,0.05536903068423271,0.5483446717262268,0.47795435786247253,0.2080046385526657,0.14108027517795563,0.4947412610054016,0.5129469037055969,-0.019885551184415817,0.9998950958251953,0.5235899090766907,0.514068067073822,0.01935417577624321,0.999722957611084,0.4958301782608032,0.6431565284729004,0.3617836833000183,0.988982081413269,0.5182943344116211,0.6358582973480225,0.5137861967086792,0.9638736248016357,0.5076901316642761,0.7795979380607605,0.7608224749565125,0.9904742240905762,0.5239163041114807,0.7616408467292786,0.9764368534088135,0.97621750831604,0.5085062980651855,0.810949444770813,0.8073982000350952,0.9932863712310791,0.5261719226837158,0.7846768498420715,1.0287518501281738,0.9736825227737427,0.5032182335853577,0.8001435399055481,0.7700533866882324,0.9373575448989868,0.5260622501373291,0.7967647314071655,1.0027884244918823,0.9016936421394348
9,0.5176153779029846,0.2829899191856384,-0.2204480767250061,0.9870802760124207,0.5159856081008911,0.2731564939022064,-0.29117321968078613,0.9830600619316101,0.5142616033554077,0.27233877778053284,-0.291168212890625,0.9855313301086426,0.5125119686126709,0.27158552408218384,-0.2913026213645935,0.9821785092353821,0.5202590227127075,0.27389997243881226,-0.30767813324928284,0.9827823042869568,0.5214526653289795,0.2734021246433258,-0.3078339695930481,0.9852089881896973,0.5225775837898254,0.2733471393585205,-0.3081003427505493,0.9843900203704834,0.5059204697608948,0.2674438953399658,-0.4291805028915405,0.985457181930542,0.5220974087715149,0.2707984745502472,-0.5096026659011841,0.9879221320152283,0.5129387974739075,0.287231981754303,-0.24115651845932007,0.9849987626075745,0.5173791646957397,0.286521315574646,-0.26535463333129883,0.9834607839584351,0.4849117696285248,0.2995489537715912,-0.3699110150337219,0.9996799826622009,0.5293557643890381,0.3133161962032318,-0.44256022572517395,0.9996713995933533,0.5045068860054016,0.40195316076278687,-0.10490898042917252,0.5209880471229553,0.537459671497345,0.42465221881866455,-0.29889214038848877,0.806963324546814,0.5189101099967957,0.4571642577648163,0.0714084804058075,0.06525271385908127,0.5379953384399414,0.4727711081504822,-0.17655859887599945,0.1787670999765396,0.5190252065658569,0.4745243489742279,0.07155085355043411,0.06432189047336578,0.5424872636795044,0.49144303798675537,-0.18632565438747406,0.15450544655323029,0.5231621861457825,0.46606653928756714,0.049896664917469025,0.06304880231618881,0.5377984046936035,0.48621565103530884,-0.2061043679714203,0.14856193959712982,0.524188756942749,0.45918604731559753,0.06810623407363892,0.06120220944285393,0.5355095863342285,0.4769091010093689,-0.18159499764442444,0.14051198959350586,0.498293936252594,0.5128673315048218,-0.017985396087169647,0.9998941421508789,0.5205574631690979,0.5142276883125305,0.01763397827744484,0.999717116355896,0.5011151432991028,0.6396242380142212,0.35542377829551697,0.9853852391242981,0.5159871578216553,0.644616961479187,0.4556136429309845,0.9522403478622437,0.5107709765434265,0.7775131464004517,0.8021471500396729,0.988207221031189,0.5199120044708252,0.7670198678970337,0.9183148741722107,0.9692893028259277,0.5121708512306213,0.8135175704956055,0.8473302721977234,0.9897119402885437,0.5240094065666199,0.787982702255249,0.9675149917602539,0.9627941250801086,0.5063707828521729,0.7970879077911377,0.7534032464027405,0.9337321519851685,0.522255003452301,0.7991931438446045,0.8808675408363342,0.8881678581237793
